Date,Transaction Description,Category,Amount,Type,Month,Net,Cumulative_Savings
2024-10-19,Picture evidence.,Shopping,1266.23,Expense,2024-10,-1266.23,-486374.76999999915
2024-10-21,Why though decide bank likely.,Rent,167.43,Expense,2024-10,-167.43,-486542.19999999914
2024-10-21,Meet seem population.,Health & Fitness,640.59,Expense,2024-10,-640.59,-487182.78999999916
2024-10-21,Material less focus hear.,Travel,1214.72,Expense,2024-10,-1214.72,-488397.50999999914
2024-10-23,Listen ok point so.,Salary,1564.14,Expense,2024-10,-1564.14,-489961.64999999915
2024-10-24,Detail data tell.,Salary,833.84,Expense,2024-10,-833.84,-490795.4899999992
2024-10-28,Fill thousand number.,Investment,1524.0,Income,2024-10,1524.0,-489271.4899999992
2024-11-01,Nearly care base.,Travel,1881.47,Expense,2024-11,-1881.47,-491152.95999999915
2024-11-02,Goal once let perform international.,Rent,429.04,Expense,2024-11,-429.04,-491581.9999999991
2024-11-03,Doctor population grow bar.,Food & Drink,62.47,Expense,2024-11,-62.47,-491644.4699999991
2024-11-03,Important source first him.,Rent,136.95,Expense,2024-11,-136.95,-491781.4199999991
2024-11-11,National back everybody direction budget.,Rent,216.82,Expense,2024-11,-216.82,-491998.2399999991
2024-11-11,National free.,Rent,1313.12,Expense,2024-11,-1313.12,-493311.3599999991
2024-11-12,Few spring raise.,Travel,466.42,Expense,2024-11,-466.42,-493777.7799999991
2024-11-13,Relationship your your.,Salary,1256.7,Expense,2024-11,-1256.7,-495034.4799999991
2024-11-13,Across federal state.,Investment,734.0,Income,2024-11,734.0,-494300.4799999991
2024-11-13,State serious activity pressure.,Other,3164.0,Income,2024-11,3164.0,-491136.4799999991
2024-11-13,Dinner rich decide do.,Salary,1950.21,Expense,2024-11,-1950.21,-493086.68999999913
2024-11-14,Serious reveal left social fine.,Travel,1101.61,Expense,2024-11,-1101.61,-494188.2999999991
2024-11-14,Show recently decide last.,Investment,4240.0,Income,2024-11,4240.0,-489948.2999999991
2024-11-16,Hear officer.,Shopping,1051.69,Expense,2024-11,-1051.69,-490999.9899999991
2024-11-17,With yes nothing.,Investment,500.0,Income,2024-11,500.0,-490499.9899999991
2024-11-17,For age size.,Health & Fitness,830.29,Expense,2024-11,-830.29,-491330.2799999991
2024-11-17,Wall act special.,Travel,1818.76,Expense,2024-11,-1818.76,-493149.0399999991
2024-11-17,Different international sell several.,Entertainment,1611.37,Expense,2024-11,-1611.37,-494760.4099999991
2024-11-18,Woman daughter hospital move.,Utilities,694.33,Expense,2024-11,-694.33,-495454.7399999991
2024-11-18,Board notice later thus.,Food & Drink,1378.66,Expense,2024-11,-1378.66,-496833.3999999991
2024-11-19,Bit need allow.,Salary,606.22,Expense,2024-11,-606.22,-497439.61999999906
2024-11-20,Cost attorney.,Travel,1198.04,Expense,2024-11,-1198.04,-498637.65999999904
2024-11-20,Day fact modern.,Health & Fitness,385.26,Expense,2024-11,-385.26,-499022.91999999905
2024-11-22,Happy action.,Shopping,795.56,Expense,2024-11,-795.56,-499818.47999999905
2024-11-23,Hospital writer can industry.,Other,3599.0,Income,2024-11,3599.0,-496219.47999999905
2024-11-24,Cut yard knowledge.,Travel,831.68,Expense,2024-11,-831.68,-497051.15999999904
2024-11-24,City offer financial data.,Travel,576.51,Expense,2024-11,-576.51,-497627.66999999905
2024-11-24,Western tend candidate day.,Rent,850.26,Expense,2024-11,-850.26,-498477.92999999906
2024-11-25,Space moment travel these least.,Utilities,281.88,Expense,2024-11,-281.88,-498759.80999999907
2024-11-25,Say explain.,Other,4209.0,Income,2024-11,4209.0,-494550.80999999907
2024-11-25,Red republican father party.,Salary,383.7,Expense,2024-11,-383.7,-494934.5099999991
2024-11-26,Eat tonight run leader.,Investment,4882.0,Income,2024-11,4882.0,-490052.5099999991
2024-11-29,Believe recognize analysis those citizen.,Investment,2811.0,Income,2024-11,2811.0,-487241.5099999991
2024-11-30,Project at risk.,Salary,1456.94,Expense,2024-11,-1456.94,-488698.4499999991
2024-12-02,In seven building hard.,Utilities,39.3,Expense,2024-12,-39.3,-488737.74999999907
2024-12-05,Short for late education.,Shopping,630.04,Expense,2024-12,-630.04,-489367.78999999905
2024-12-06,Left available.,Health & Fitness,932.73,Expense,2024-12,-932.73,-490300.519999999
2024-12-09,Gas human create also.,Health & Fitness,169.64,Expense,2024-12,-169.64,-490470.15999999904
2024-12-11,Remember carry.,Utilities,121.52,Expense,2024-12,-121.52,-490591.67999999906
2024-12-12,Leave bar prevent require.,Rent,1090.95,Expense,2024-12,-1090.95,-491682.6299999991
2024-12-12,Likely evidence claim.,Other,3625.0,Income,2024-12,3625.0,-488057.6299999991
2024-12-15,Beyond family movement hospital back.,Rent,1949.45,Expense,2024-12,-1949.45,-490007.0799999991
2024-12-16,Child group describe.,Shopping,1544.74,Expense,2024-12,-1544.74,-491551.8199999991
2024-12-19,Democratic recent student specific political.,Food & Drink,406.37,Expense,2024-12,-406.37,-491958.1899999991
2024-12-19,Real know our any.,Rent,1047.07,Expense,2024-12,-1047.07,-493005.2599999991
2024-12-21,Up hear draw.,Salary,784.35,Expense,2024-12,-784.35,-493789.60999999905
2024-12-23,Instead writer.,Health & Fitness,325.64,Expense,2024-12,-325.64,-494115.24999999907
2024-12-28,Right analysis mention.,Entertainment,727.25,Expense,2024-12,-727.25,-494842.49999999907
2024-12-28,Quite as when.,Rent,514.09,Expense,2024-12,-514.09,-495356.5899999991
2024-12-28,No couple debate must.,Investment,1425.0,Income,2024-12,1425.0,-493931.5899999991
2024-12-29,Discussion black follow.,Shopping,655.78,Expense,2024-12,-655.78,-494587.3699999991
2024-12-29,Pressure activity defense detail.,Other,1480.0,Income,2024-12,1480.0,-493107.3699999991
